id,location_id,sales_id,features_id,propertyType,yearBuilt,assessorID,legalDescription,subdivision,zoning,hoa,propertyTaxes,ownerOccupied
"21-N-Lake-Idylwild-Dr,-Winter-Haven,-FL-33881",198,114,157,Single Family,1971.0,262818000000031070,BEG NW COR OF NE1/4 OF NW1/4 RUN S 239 FT E PARALLEL WITH N BDRY OF NE1/4 OF NW1/4 75 FT FORBEG RUN E 75 FT S 100 FT W 75 FT,ACREAGE & UNREC,R-1,Unknown,"{'2022': {'year': 2022, 'total': 1378}, '2023': {'year': 2023, 'total': 1554}}",1.0
"900-Dewey-Ave,-Alice,-TX-78332",199,115,158,Single Family,0.0,1238500800000,RAMIREZ S/D LT 1 BLK 2 0000.000,RAMIREZ SUB,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 692}}",1.0
"811-Otis-Pl-NW,-Apt-E,-Washington,-DC-20010",200,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"100-Spring-Meadow-Dr,---9103,-Chapel-Hill,-NC-27517",201,0,159,Apartment,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2714-W-43rd-St,-Minneapolis,-MN-55410",202,0,160,Apartment,1963.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"107-St-James-Ave,-Smithfield,-VA-23430",203,0,161,Single Family,2011.0,21G-01-012D,LOT 12D PH 1 CHURCH SQUARE PLAT 2-155-9,CHURCH SQUARE PH 01,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 1479}}",1.0
"6533-Hedge-Top-Ave,-Las-Vegas,-NV-89110",204,116,162,Single Family,1995.0,140-27-514-075,ROLLING HILLS #1-LEWIS HOMES PLAT BOOK 60 PAGE 100 LOT 193 BLOCK C,ROLLING HILLS #1-LEWIS HOMES,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 1528}, '2023': {'year': 2023, 'total': 2070}}",1.0
"5609-Cougar-Dr,-Austin,-TX-78745",205,0,22,Apartment,1983.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1172-Silversmith-Way,-Lebanon,-OH-45036",206,117,163,Land,0.0,08-01-174-010-0,REVERE'S RUN 9 #8227,REVERE'S RUN 9,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 558}, '2023': {'year': 2023, 'total': 4927}}",1.0
"3412-Ontario-Dr,-Prince-George,-VA-23875",207,118,164,Single Family,1977.0,13A(02)0C-004-0,LT:4 BK:C SEC:4; SUB:BIRCHETT ESTATES;,SUB BIRCHETT ESTATES,R1,Unknown,"{'2020': {'year': 2020, 'total': 1784}, '2024': {'year': 2024, 'total': 2259}}",1.0
"5054-Brightleaf-Ct,-Rosedale,-MD-21237",208,119,165,Condo,2000.0,14-2300009958,UNIT 5054 PHASE 5 5054 BRIGHTLEAF CT NS DVNSHR II @ WHT MRSH CND,DVNSHR 02 WHT MRSH CND,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 2012}, '2022': {'year': 2022, 'total': 1944}, '2023': {'year': 2023, 'total': 1582}}",1.0
"PO-Box-440124,-Jacksonville,-FL-32222",209,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2807-Great-Meadow-Dr,-Joliet,-IL-60432",210,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1665-23rd-St-NW,-Cedar-Rapids,-IA-52405",211,120,166,Single Family,1968.0,14-19-1-26-009-0-0000,NORTHWEST HEIGHTS 2ND LOT 30 & THAT PT LOT A E OF & ADJ THERETO,NORTHWEST HEIGHTS 2ND,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 3768}, '2022': {'year': 2022, 'total': 4046}}",1.0
"20-Maple-St,-Farmingdale,-NY-11735",212,121,167,Multi-Family,1965.0,49-120-00-0125,TOWN #3 SCH DIST 022,Unknown,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 8059}, '2023': {'year': 2023, 'total': 11083}}",1.0
"Manor-Dr,-Cullman,-AL-35055",213,0,168,Land,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1010-Se-7th-Ave,-Pompano-Beach,-FL-33060",214,122,169,Single Family,1959.0,49-42-01-16-0300,CYPRESS LAKE SEC 2 43-47 B LOT 31 BLK 2,CYPRESS LAKE SEC 2 43-47 B,RS-2,Unknown,"{'2023': {'year': 2023, 'total': 11802}, '2024': {'year': 2024, 'total': 11994}}",1.0
"404-E-Prospect-St,-New-Hampton,-IA-50659",215,0,170,Single Family,2006.0,19-10-07-1-26-124,07-95-12 LOTS 27 & 28 OF LOT 1 SE NW,Unknown,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 3482}, '2022': {'year': 2022, 'total': 3520}}",1.0
"1136-Sparrow-Dr,-Oak-Harbor,-WA-98277",216,123,171,Single Family,1972.0,S8390-00-00063-0,WEST RIDGE LOT 63,WEST RIDGE,10,Unknown,"{'2022': {'year': 2022, 'total': 354}, '2023': {'year': 2023, 'total': 294}}",1.0
"3521-East-St,-Vestavia,-AL-35243",217,124,172,Single Family,1988.0,28-00-23-1-000-004.000,BEG AT NW COR OF NW 1/4 OF NE 1/4 SEC 23 TP 18 R 2W TH S 399.8 FT TH E 150 FT TH N 404.2 FT TH NW 200.9 FT TH S 136.1 FT TO P,Unknown,R1,Unknown,"{'2022': {'year': 2022, 'total': 2786}}",1.0
"4340-Mandolin-Blvd,-Winter-Haven,-FL-33884",218,125,173,Single Family,2013.0,262913687553001210,MANDOLIN I PB 142 PGS 10-14 LOT 121,MANDOLIN 1,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 2720}, '2022': {'year': 2022, 'total': 2721}, '2023': {'year': 2023, 'total': 2800}}",1.0
"8600-Valley-Rim-Way,-Antelope,-CA-95843",219,126,174,Single Family,1990.0,203-0940-096-0000,"ANTELOPE OAKS 03A, LOT 76",ANTELOPE OAKS 03A,RD-7,Unknown,"{'2023': {'year': 2023, 'total': 4369}, '2024': {'year': 2024, 'total': 4417}}",1.0
"4172-Bunker-Hill-Dr-N,-Coopersburg,-PA-18036",220,127,175,Condo,2011.0,642414507948-156,DIST:22 UNIT:A203 CITY/MUNI/TWP:UPPER SAUCON SUBD:LIBERTY VILLAGE,LIBERTY VILLAGE,R-3,Unknown,"{'2023': {'year': 2023, 'total': 4506}, '2024': {'year': 2024, 'total': 4562}}",0.0
"13813-Pearl-St,-Southgate,-MI-48195",221,0,176,Single Family,1948.0,53 009 03 0485 000,25C485 LOT 485 AND W 1/2 ADJ VAC ALLEY DIX-TOLEDO HIGHWAY SUB T3S R10E L55 P94 WCR,TOLEDO HIGHWAY SUB,R-1B SINGLE RES,Unknown,"{'2022': {'year': 2022, 'total': 1718}}",1.0
"518-E-27th-Ave,-Pine-Bluff,-AR-71601",222,0,177,Manufactured,1994.0,930-28546-001,IMPROVEMENT ONLY MOBILE HOME,HARRISON & RAGLAND ADD,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 66}}",0.0
"52-W-Etruria-St,-Apt-202,-Seattle,-WA-98119",223,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"19137-Evening-Star-Way,-Farmington,-MN-55024",224,0,178,Single Family,1998.0,14-77501-03-050,5 3,TROYHILL 2ND ADDITION,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 4434}}",0.0
"1445-Connecticut-Dr,-Redwood-City,-CA-94061",225,128,179,Single Family,1952.0,058-423-220,LOT 29 BLOCK 17 WOODSIDE TERRACE NO 5 RSM 35/1 2 CITY OF REDWOOD CITY,WOODSIDE TERRACE NO 5,R10006,Unknown,"{'2022': {'year': 2022, 'total': 16152}, '2023': {'year': 2023, 'total': 17818}, '2024': {'year': 2024, 'total': 20329}}",0.0
"1819-Hudson-St,-San-Angelo,-TX-76903",226,129,180,Single Family,1959.0,17-31400-0002-001-00,ACRES: 0.221 LOT: 1 BLK: 2 SUBD: LEON HEIGHTS ADDITION,LEON HEIGHTS ADD,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 1530}, '2023': {'year': 2023, 'total': 1742}}",0.0
"3014-Ne-Stratford-Cir,-Lawton,-OK-73507",227,130,181,Single Family,1988.0,43338,STRATFORD PLACE BLK 2 LOT 7,STRATFORD PLACE,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 1312}}",0.0
"391-Ocean-Ave,-Massapequa,-NY-11758",228,131,182,Single Family,1949.0,57-010-00-0044,TOWN #3 SCH DIST 023,Unknown,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 14209}}",1.0
"2700-Beech-St,-Lot-22,-Tuscaloosa,-AL-35401",229,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"15194-Jennerette-Ln,-Woodbridge,-VA-22193",230,132,183,Single Family,2013.0,8091-31-6192,HOPE HILL CROSSING SEC 3 L-49,HOPE HILL CROSSING,PLANNED MIXED RES,Unknown,"{'2020': {'year': 2020, 'total': 2830}, '2022': {'year': 2022, 'total': 6110}, '2023': {'year': 2023, 'total': 6121}, '2024': {'year': 2024, 'total': 6237}}",1.0
"1219-Edgewood-Dr,-Calumet-City,-IL-60409",231,133,184,Single Family,1978.0,30-20-102-049,(EDGEWOOD) SUB OF PT OF NW NW SEC 20-36-15,EDGEWOOD SUB,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 6646}, '2021': {'year': 2021, 'total': 7524}, '2022': {'year': 2022, 'total': 7530}}",1.0
"13-Emerton-St,-Salem,-MA-01970",232,134,185,Multi-Family,1870.0,SALE M:35 L:0467,LOT:467 DIST:258 CITY/MUNI/TWP:SALEM,Unknown,R2,Unknown,"{'2023': {'year': 2023, 'total': 7248}, '2024': {'year': 2024, 'total': 7440}, '2025': {'year': 2025, 'total': 7760}}",1.0
"W52N851-Derby-Ln,-Cedarburg,-WI-53012",233,135,186,Single Family,0.0,13-065-17-110.00,1123441 LOT 11 BLK 17 CEDAR RIDGE ESTATES 3,CEDAR RIDGE ESTATES 3,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 3698}, '2022': {'year': 2022, 'total': 4098}}",1.0
"17673-N-El-Dorado-Way,-Surprise,-AZ-85374",234,136,187,Single Family,2000.0,232-38-627,SUN CITY GRAND GRANITE FALLS 1 MCR 483-28,SUN CITY GRAND GRANITE FALLS 1,PAD,Unknown,"{'2023': {'year': 2023, 'total': 1912}, '2024': {'year': 2024, 'total': 1827}}",1.0
"779-Luther-Ct,-Mankato,-MN-56001",235,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1449-68th-St-SE,-Grand-Rapids,-MI-49508",236,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"515-Peyton-St,-Apt-C,-Raleigh,-NC-27610",237,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"750-W-Twin-Peaks-Pkwy,-San-Tan-Valley,-AZ-85143",238,137,188,Single Family,2008.0,210-74-0030,JOHNSON RANCH UNITS 40A 48 AND 49 LOT 3 5410 SQ FT 0.12 AC,JOHNSON RANCH UNITS 40A 48 AND 49,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 1215}}",1.0
"1145-S-Byrne-Rd,-Apt-6,-Toledo,-OH-43614",239,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"9986-N-Wind-Riv,-Run,-Mccordsville,-IN-46055",240,138,189,Single Family,1998.0,30-01-14-112-179.000-018,HIGHLAND SPGS S12 L179,HIGHLAND SPGS SEC 12,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 4266}}",1.0
"1514-Paddock-Ln,-Lakeland,-FL-33815",241,0,190,Manufactured,1980.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"229-Sw-Melba-Gln,-Lake-City,-FL-32024",242,139,191,Single Family,2007.0,24-4S-16-03113-156,LOT 26 BLOCK C WISE ESTATE S/D,WISE ESTATE,RSF-2,Unknown,"{'2020': {'year': 2020, 'total': 2178}, '2023': {'year': 2023, 'total': 3092}}",1.0
"195-Sunny-Gap-Rd,-Vilonia,-AR-72032",243,0,192,Single Family,1986.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"7-Scottfield-Rd,-Apt-4,-Allston,-MA-02134",244,0,193,Apartment,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"3322-Arcata-Point-Ave,-Las-Vegas,-NV-89141",245,140,194,Single Family,2004.0,191-05-114-059,SAN NICCOLO NORTH UNIT 1 AT SOUTHERN HIGHLANDS PLAT BOOK 111 PAGE 74 LOT 66,SAN NICCOLO NORTH UNIT 1 AT SOUTHERN HIG,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 2705}, '2021': {'year': 2021, 'total': 2914}, '2022': {'year': 2022, 'total': 2870}, '2023': {'year': 2023, 'total': 2956}}",1.0
"1142-Jackson-Ave---A,-Chesapeake,-VA-23324",246,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"10851-W-Donna-Dr,-Apt-119,-Milwaukee,-WI-53224",247,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"5480-Gillette-Ave,-Hilliard,-OH-43026",248,141,195,Single Family,1991.0,560-219612,CROSS CREEK VILLAGE SECTION 9 LOT 869,CROSS CREEK VILLAGE SEC 9,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 4239}, '2023': {'year': 2023, 'total': 5470}}",1.0
"3215-Ala-Ilima-St,-Apt-B204,-Honolulu,-HI-96818",249,142,196,Condo,1972.0,1-1-1-060-012-0168,"APT B-204 BLDG B SUNSET LAKEVIEW APARTMENTS CONDO MAP 135 TOG/PKG SRALL(S), IF ANY, AS SHOWN IN DECL UND 0.335% INT IN ALL",SUNSET LAKEVIEW,U/12/12,Unknown,"{'2023': {'year': 2023, 'total': 1713}}",1.0
"139-Mount-Pleasant-Ave,-West-Orange,-NJ-07052",250,143,197,Single Family,1929.0,22  00086-  03-00019,LOT:19 BLK:86.03 DIST:22 CITY/MUNI/TWP:WEST ORANGE TWP MAP REF:TAX MAP 36,ROLLING GREEN HILLS,R-5,Unknown,"{'2018': {'year': 2018, 'total': 14327}, '2019': {'year': 2019, 'total': 14763}, '2020': {'year': 2020, 'total': 15200}, '2021': {'year': 2021, 'total': 15557}, '2022': {'year': 2022, 'total': 15964}, '2023': {'year': 2023, 'total': 16544}}",1.0
"8951-N-Boyd-Ave,-Fresno,-CA-93720",251,144,198,Single Family,1989.0,403-332-14,LOT 66 TRACT NO 3966 BRENTWOOD ESTATES NO 6,BRENTWOOD ESTATES,RS4,Unknown,"{'2021': {'year': 2021, 'total': 3929}, '2022': {'year': 2022, 'total': 4466}, '2023': {'year': 2023, 'total': 5150}, '2024': {'year': 2024, 'total': 5249}}",0.0
"4707-Marlanka-Ln,-Apt-C,-South-Charleston,-WV-25309",252,0,199,Single Family,0.0,18  2400220003,UNIT 3 BLDG 1 SQ FT 1358 C/E,BRENDPARK CONDOMIN,Unknown,Unknown,"{'2018': {'year': 2018, 'total': 721}}",0.0
"5125-Eloy-St,-Brownsville,-TX-78521",253,145,200,Single Family,2000.0,74-2157-0010-0130-00,PALM GARDENS SUBDIVISION SECTION V LOT 13 BLK 1 (CAB 1 SLOT 1760-B CCMR),PALM GARDENS SUBDIVISION SEC V,A-C,Unknown,"{'2022': {'year': 2022, 'total': 2316}, '2024': {'year': 2024, 'total': 1942}}",1.0
"1071-Walnut-Crest-Dr,-Imperial,-MO-63052",254,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1003-Beverly-Dr,-Laredo,-TX-78045",255,146,201,Single Family,1977.0,909-00038-888,LOT 888 BLK 38 HIGHLAND ADDITION UNIT 2-A DEL MAR HILLS,DEL MAR SECT A & B,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 1105}}",0.0
"325-Golden-Gate-Pt,---401,-Sarasota,-FL-34236",256,0,202,Condo,2024.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"717-Watchung-Ave,-Apt-2,-Plainfield,-NJ-07060",257,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"8593-Bender-Rd,-Lynden,-WA-98264",258,147,203,Single Family,2014.0,400317 552125 0000,LOT B BROOKFIELD PARK SHORT PLAT AS REC AF 2130801905,BROOKFIELD PARK SHORT PLAT,RS100,Unknown,"{'2021': {'year': 2021, 'total': 4191}}",1.0
"5602-Cypress-Creek-Dr,-Apt-301,-Hyattsville,-MD-20782",259,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2300-Reliance-Ct,-Jarrettsville,-MD-21084",260,0,204,Single Family,1978.0,04-029674,LOT 91 2.51 AC 2300 RELIANCE COURT MADONNA MAN P 29/20,MADONNA MANOR,AG,Unknown,"{'2022': {'year': 2022, 'total': 2431}}",1.0
"2617-Lillian-Ave,-Willow-Grove,-PA-19090",261,148,205,Single Family,1998.0,30-00-49080-10-2,80 X 111 8858 SF,EVERGREEN MANOR,R4,Unknown,"{'2022': {'year': 2022, 'total': 5863}, '2023': {'year': 2023, 'total': 6117}}",1.0
"1424-Rossdale-Dr,-Waterford,-MI-48328",262,149,206,Single Family,1958.0,W -13-35-459-001,"T3N, R9E, SEC 35 VENICE OF THE LAKES LOTS 67, 68 & 69",VENICE OF THE LAKE,LI,Unknown,"{'2022': {'year': 2022, 'total': 5181}, '2023': {'year': 2023, 'total': 5446}}",1.0
"1145-Wayne-St,-Jackson,-MI-49202",263,0,207,Single Family,0.0,000-08-28-330-002-00,LOTS 81 AND 82 DREXEL PLACE,DREXEL PLACE,RU-1,Unknown,"{'2020': {'year': 2020, 'total': 1181}}",1.0
"129-Watkins-Station-Cir,-Apt-C,-Gaithersburg,-MD-20879",264,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"3511-Walsh-Ln,-Huntingdon-Valley,-PA-19006",265,150,208,Single Family,1969.0,41-00-09373-00-9,LOT:206 DIST:41 CITY/MUNI/TWP:LOWER MORELAND TOWNSHIP,JUSTA FARMS SEC 04 FINAL PLAN,L,Unknown,"{'2023': {'year': 2023, 'total': 12695}}",1.0
"9507-Buxton-Ct,-Orlando,-FL-32817",266,151,209,Single Family,1983.0,18-22-31-0216-00-680,ARBOR RIDGE WEST UNIT 2 11/14 LOT 68,ARBOR RIDGE WEST UT 2,R-1A,Unknown,"{'2020': {'year': 2020, 'total': 2810}, '2022': {'year': 2022, 'total': 3353}, '2023': {'year': 2023, 'total': 3604}}",0.0
"37-Washington-St,-Port-Chester,-NY-10573",267,0,210,Multi-Family,1900.0,554801 142.29-3-1,LOT:1.000 BLK:3 SEC:142.29 DIST:554801 CITY/MUNI/TWP:PORT CHESTER,Unknown,R2F 2FAM,Unknown,Unknown,1.0
"2101-Jansen-Ave,-Las-Vegas,-NV-89101",268,152,211,Single Family,1968.0,139-26-612-001,GREATER LAS VEGAS ADD 3 UNIT #5A PLAT BOOK 9 PAGE 5 LOT 79 BLOCK 3,GREATER LAS VEGAS ADD 3 UNIT #5A,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 730}, '2023': {'year': 2023, 'total': 752}}",1.0
"3054-Cliffside-Dr,-Copley,-OH-44321",269,0,212,Single Family,1962.0,15-00761,COPLEY HTS EST #3 LOT 90 ALL,COPLEY HEIGHTS ESTATE #3,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 2985}, '2023': {'year': 2023, 'total': 3155}}",1.0
"2459-Ruth-Ave,-Lake-Wales,-FL-33898",270,153,213,Single Family,1961.0,283006940300002030,EAST PARK HGTS INC PB 43 PG 40 BLK B LOT 3,EAST PARK HEIGHTS INC,R-2,Unknown,"{'2023': {'year': 2023, 'total': 1635}}",1.0
"15354-Monterey-Ave,-Chino-Hills,-CA-91709",271,154,214,Single Family,1981.0,1028-113-12-0000,TRACT 2562 LOT 37 BLOCK H EX ST PER DEED RECORDED 11/06/81 #245909,2562,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 2955}, '2022': {'year': 2022, 'total': 3055}, '2023': {'year': 2023, 'total': 3075}, '2024': {'year': 2024, 'total': 3163}}",1.0
"2111-237th-Pl-SE,-Bothell,-WA-98021",272,155,215,Single Family,1992.0,00782800001600,HIGHLANDS AT CANYON PARK BLK 000 D-00 - LOT 16,HIGHLANDS AT CANYON PARK,BH,Unknown,"{'2020': {'year': 2020, 'total': 9440}, '2023': {'year': 2023, 'total': 10627}}",1.0
"4404-Jessamine-Holw,-Austin,-TX-78731",273,156,216,Single Family,1983.0,0136070807,LOT 12 BLK C CAT MOUNTAIN VILLAS SEC 1 PLUS .2754% INTEREST IN COMMON AREA,CAT MOUNTAIN VILLAS SEC 1,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 9953}}",1.0
"912-Aston-Martin-Dr,-Lindenwold,-NJ-08021",274,157,217,Single Family,1956.0,22  00238-  10-00023,LOT:23 BLK:238.10 DIST:22 CITY/MUNI/TWP:LINDENWOLD BORO MAP REF:TAX MAP 1602,Unknown,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 6007}, '2022': {'year': 2022, 'total': 5846}, '2023': {'year': 2023, 'total': 5852}}",1.0
"2317-Windsprint-Way,-Unit-1228,-Arlington,-TX-76014",275,0,218,Apartment,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"4827-W-Siesta-Way,-Laveen,-AZ-85339",276,158,219,Single Family,2004.0,311-05-042,CHEATHAM FARMS SOUTH MCR 594-34,CHEATHAM FARMS SOUTH,R-10,Unknown,"{'2022': {'year': 2022, 'total': 2467}, '2023': {'year': 2023, 'total': 2543}}",1.0
"46-County-Rd,-726,-Angleton,-TX-77515",277,159,220,Single Family,2019.0,4887-0200-047,HIGHLAND MANOR II (A0081-A0082 S MARSH) LOT 47 PRIMARY SITE,HIGHLAND MANOR II,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 327}}",1.0
"4537-Trailside-Dr,-Roy,-UT-84067",278,160,221,Single Family,2020.0,08-616-0015,"ALL OF LOT 56, WEST PARK PHASE 3, ROY CITY, WEBER COUNTY, UTAH.",WEST PARK SUB PH 3,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 2754}, '2023': {'year': 2023, 'total': 2711}, '2024': {'year': 2024, 'total': 2808}}",1.0
"251-Pearsall-Rd,-Westford,-NY-13488",279,0,222,Single Family,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"14013-Palomino-Way,-Midlothian,-VA-23112",280,161,223,Single Family,1995.0,728-66-57-06-900-000,ANTLER RIDGE SEC 9 000-018,ANTLER RIDGE,R12 - SINGLE FAMILY RES,Unknown,"{'2021': {'year': 2021, 'total': 2683}, '2024': {'year': 2024, 'total': 3373}}",1.0
"9600-Forest-Ln,-Apt-250,-Dallas,-TX-75243",281,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"105-S-Jefferson-St,-Frontenac,-KS-66763",282,0,224,Single Family,1930.0,203-08-0-10-03-010.00-0,"HIGHLAND PLACE ADDITION, N 50' W1/2 LT 3, LESS E 107'.",HIGHLAND PLACE ADDITION,Unknown,Unknown,Unknown,1.0
"1026-Camden-Rd,-Fayetteville,-NC-28306",283,0,225,Single Family,1945.0,0436188801,TR 1 GEORGE HERRING PROP (0.27 AC),GEORGE HERRING PROP,HI,Unknown,"{'2020': {'year': 2020, 'total': 500}}",1.0
"1751-Lockwood-Ave,-Orlando,-FL-32812",284,162,226,Single Family,1978.0,04-23-30-1348-02-030,CITRUS HEIGHTS FIRST ADDITION V/55 LOT 3 BLK B,CITRUS HGTS 1ST ADD,R-1A/AN,Unknown,"{'2020': {'year': 2020, 'total': 404}, '2022': {'year': 2022, 'total': 426}, '2023': {'year': 2023, 'total': 449}, '2024': {'year': 2024, 'total': 539}}",1.0
"247-Estancia,-Irvine,-CA-92602",285,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"4553A-Enright-Ave,-Saint-Louis,-MO-63108",286,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"19406-Kingston-Green-Ln,-Houston,-TX-77073",287,163,227,Single Family,2008.0,1280630010036,LT 36 BLK 1 MEADOWVIEW FARMS SEC 7,MEADOWVIEW FARMS,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 3373}, '2020': {'year': 2020, 'total': 1084}, '2021': {'year': 2021, 'total': 3822}, '2022': {'year': 2022, 'total': 1294}, '2023': {'year': 2023, 'total': 1294}}",1.0
"268-W-Pulteney-St,-Corning,-NY-14830",288,164,228,Single Family,1925.0,460300 299.19-05-034.000,LOT:34.000 BLK:5 SEC:299.19 DIST:460300 CITY/MUNI/TWP:CORNING,Unknown,RT,Unknown,Unknown,1.0
"629-W-Warren-Ave,-Kingsville,-TX-78363",289,165,229,Single Family,1950.0,14412,"9TH, BLOCK 15, LOT E/2 13, 14-16",9TH,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 924}}",1.0
"123-Ashbrook-Rd,-Statesville,-NC-28677",290,0,230,Single Family,1969.0,4724-01-4971.000,L31 ASHBROOK PARK PB 9-23,WINEBERRY-ASHBROOK-WESTOV,R20,Unknown,"{'2019': {'year': 2019, 'total': 638}, '2022': {'year': 2022, 'total': 651}, '2024': {'year': 2024, 'total': 852}}",0.0
"3724-N-Southport-Ave,-Apt-3,-Chicago,-IL-60613",291,166,231,Condo,1996.0,14-20-114-052-1004,Unknown,Unknown,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 10404}}",1.0
"1529-S-Kilbourn-Ave,-Chicago,-IL-60623",292,167,232,Apartment,1897.0,16-22-116-012,DIST:77 CITY/MUNI/TWP:WEST CHICAGO SEC/TWN/RNG/MER:SEC 22 TWN 39N RNG 13E,PINKERT & SCHULTES,Unknown,Unknown,"{'2018': {'year': 2018, 'total': 1967}, '2020': {'year': 2020, 'total': 1930}, '2023': {'year': 2023, 'total': 1164}}",0.0
"PO-Box-8299,-Saddle-Brook,-NJ-07663",293,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"50-Winding-Run-Ln,-Streamwood,-IL-60107",294,168,233,Condo,1991.0,07-18-300-018-1110,(WILDBERRY) CONDOMINIUM IN SEC 18-41-10,WILDBERRY CONDOMINIUM,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 4072}, '2022': {'year': 2022, 'total': 4569}}",1.0
"4719-S-Atlantic-Ave,-Port-Orange,-FL-32127",295,169,234,Single Family,1979.0,6419-03-00-0270,LOT 27 & LOT 28 EXC N 34.8 FT LIGHT HOUSE SHORES MB 11 PG 257 PER OR 4535 PG 1985 PER OR 5980 PG 4195 PER OR 6000 PGS,SHORES,R1C,Unknown,"{'2023': {'year': 2023, 'total': 13505}, '2024': {'year': 2024, 'total': 14560}}",1.0
"4119-Wyndmere-Dr,-Southport,-NC-28461",296,170,235,Single Family,2008.0,220HF018,L-23 S-9 PLAT 2B .35 AC RESERVE PL 29/393,RESERVE BANCROFT 02 NBRHD,EPUD,Unknown,"{'2020': {'year': 2020, 'total': 2645}}",1.0
"3026-Adventure-Way,-Ladson,-SC-29456",297,171,236,Single Family,2012.0,233-15-09-010,LOT 405 - PH 5,HUNTERS BEND,BERKELEY COUNTY - R1,Unknown,"{'2022': {'year': 2022, 'total': 961}, '2023': {'year': 2023, 'total': 265}}",1.0
